name,taxon,status_species,spending,region_num,priority,priority_threat,priority_potential,priority_rarity,conflict,ngenus,CommonNameFlag,ngrams_science,ngrams_common
Noturus flavipinnis,Fishes,1,5457.69230769231,2,11,2,1,2,0,28,0,0.0900877344436474,-0.0594624440153881
Eremichthys acros,Fishes,1,178119.230769231,1,7,2,2,3,1,1,0,-0.072699271538580107,-0.084224972233664
Percina aurolineata,Fishes,2,4961.53846153846,1,8,2,2,2,0,49,0,0.119292595464167,-0.0762941253610536
Melamprosops phaeosoma,Birds,1,236500,1,4,3,1,3,0,1,0,-0.0570360500684704,-0.104930170754108
Setophaga kirtlandii,Birds,3,1225169.23076923,2,2,3,2,2,1,37,0,-0.163825750489489,-0.122831986116968
Gambusia heterochir,Fishes,1,4134.61538461538,1,2,3,2,2,0,43,0,-0.0117773110291397,-0.0964712199831343
Cyprinodon nevadensis pectoralis,Fishes,1,28115.3846153846,1,9,2,2,1,0,44,0,-0.163825750489489,-0.122831986116968
Tympanuchus cupido attwateri,Birds,1,1124119.23076923,1,3,3,2,1,0,3,0,-0.163825750489489,-0.122831986116968
Plagopterus argentissimus,Fishes,1,313900,3,1,3,2,3,1,1,0,0.152352352910605,0.06344463861507
Cyprinodon nevadensis mionectes,Fishes,2,29769.2307692308,1,9,2,2,1,0,44,0,-0.0661001253185714,-0.118470112906856
Eretmochelys imbricata,Reptiles,1,789215.384615385,4,1,3,2,3,1,1,0,2.82121768396521,0.00256007288332589
Telespiza ultima,Birds,1,26461.5384615385,1,8,2,2,2,0,2,0,-0.162026406490856,-0.102319108252604
Balaenoptera borealis,Mammals,2,15050,NA,3,3,2,1,NA,9,0,1.65361752152689,0.439931296237865
Gila cypha,Fishes,1,4898196.15384615,3,2,3,2,2,1,20,0,0.711418292787722,0.43256161127329
Ursus arctos horribilis,Mammals,3,6882315.38461538,3,3,3,2,1,1,4,0,1.2210230254641,9.4183077483515
Nerodia clarkii taeniata,Reptiles,1,8269.23076923077,1,12,2,1,1,0,10,0,-0.163825750489489,-0.122831986116968
Percina rex,Fishes,1,95923.0769230769,2,5,3,1,2,1,49,0,0.0193845856423191,-0.0462679524702108
Campephilus principalis,Birds,1,2976.92307692308,1,18,1,1,1,0,11,0,-0.163825750489489,-0.122831986116968
Hemignathus wilsoni,Birds,1,781938.461538462,1,2,3,2,2,0,7,0,-0.134954976779995,-0.0788962811740264
Gila seminuda,Fishes,1,254030.769230769,3,3,3,2,1,1,20,0,-0.10447244222367,-0.0672690600904697
Sorex longirostris fisheri,Mammals,2,194492.307692308,NA,9,2,2,1,0,77,0,-0.0347223287810906,-0.089039207901608
Paroreomyza maculata,Birds,Prob. Extinct,47961.5384615385,1,5,3,1,2,0,3,0,-0.163825750489489,-0.122831986116968
Sterna dougallii dougallii,Birds,3,206069.230769231,2,3,3,2,1,0,13,0,-0.0581460854803407,0.427181725649638
Deltistes luxatus,Fishes,1,1861403.84615385,2,1,3,2,3,1,1,0,0.105830661417543,-0.00336873302877249
Grus americana,Birds,1,5861065.38461538,4,2,3,2,2,1,10,0,2.63952738430036,2.49682995685733
Scaphirhynchus albus,Fishes,2,1794753.84615385,3,2,3,2,2,1,5,0,0.367675552750455,0.346284936278179
Trichechus manatus,Mammals,2,3507311.53846154,2,5,3,1,2,1,3,0,4.01163111387758,0.320346875266761
Meda fulgida,Fishes,2,102373.076923077,1,4,3,1,3,1,1,0,0.363020475928425,0.0433938959244844
Etheostoma rubrum,Fishes,1,22326.9230769231,1,8,2,2,2,1,145,0,0.142613950578873,-0.0666970203951978
Crenichthys baileyi baileyi,Fishes,1,61192.3076923077,1,3,3,2,1,1,2,1,-0.0253528137418528,-0.0405529206411297
Hypomesus transpacificus,Fishes,1,1458526.92307692,1,2,3,2,2,1,6,0,0.508356010464228,1.06817500545785
Cyprinodon elegans,Fishes,1,31919.2307692308,1,2,3,2,2,0,44,0,0.0282526850796526,-0.0883221007101641
Lepidomeda mollispinis pratensis,Fishes,1,36384.6153846154,1,12,2,1,1,0,5,0,-0.0480649776643244,-0.0916994727954056
Myadestes palmeri,Birds,1,38038.4615384615,1,5,3,1,2,0,12,0,-0.109495218668277,-0.102274632836469
Empetrichthys latos,Fishes,1,116100,1,8,2,2,2,0,2,0,0.0085249699779409,-0.0925600169565715
Siphateles bicolor ssp. 1,Fishes,1,23153.8461538462,1,9,2,2,1,0,3,0,-0.163825750489489,-0.11246666533202
Balaenoptera physalus,Mammals,2,19019.2307692308,NA,7,2,2,3,NA,9,0,6.40302943857175,1.24399109674242
Aphelocoma coerulescens,Birds,2,1196557.69230769,1,3,3,2,1,1,9,0,-0.163825750489489,-0.122831986116968
Dipodomys stephensi,Mammals,2,1349538.46153846,1,2,3,2,2,1,20,0,-0.163825750489489,-0.122831986116968
Ambystoma macrodactylum croceum,Amphibians,1,51434.6153846154,1,3,3,2,1,0,33,0,-0.163825750489489,-0.122831986116968
Dryobates borealis,Birds,3,14916534.6153846,4,8,2,2,2,1,13,0,-0.163825750489489,-0.122831986116968
Siphateles bicolor snyderi,Fishes,1,66153.8461538462,1,6,3,1,1,1,3,1,-0.163825750489489,-0.00746581412343904
Notropis simus pecosensis,Fishes,2,438765.384615385,1,3,3,2,1,0,88,0,-0.0472848560376113,-0.0986608703021241
Uma inornata,Reptiles,1,3630357.69230769,1,2,3,2,2,1,7,0,-0.163825750489489,-0.122831986116968
Dipodomys nitratoides nitratoides,Mammals,1,261969.230769231,1,3,3,2,1,1,20,0,0.288725087767853,0.00736747500907633
Telespiza cantans,Birds,1,26461.5384615385,1,8,2,2,2,0,2,0,-0.0625622299171535,-0.0724776791505956
Graptemys flavimaculata,Reptiles,2,4796.15384615385,1,14,1,2,2,0,14,0,-0.163825750489489,-0.122831986116968
Oncorhynchus mykiss whitei,Fishes,2,175307.692307692,1,9,2,2,1,0,15,1,-0.156263949164466,-0.0571725836711598
Phaeognathus hubrichti,Amphibians,2,4134.61538461538,1,7,2,2,3,0,1,0,0.0541006191048563,-0.0497475770911031
Nerodia paucimaculata,Reptiles,2,13230.7692307692,NA,9,2,2,1,1,10,0,-0.163825750489489,-0.122831986116968
Puma concolor couguar,Mammals,Extinct,97080.7692307692,NA,18,1,1,1,0,2,1,-0.160047171815281,0.0255251589808238
Menidia extensa,Fishes,1,17365.3846153846,1,8,2,2,2,0,8,0,-0.059780729208685,-0.106251567303432
Noturus placidus,Fishes,2,210700,3,11,2,1,2,1,28,0,0.0187494225287813,-0.0197462081069977
Dermochelys coriacea,Reptiles,2,1385261.53846154,5,7,2,2,3,0,1,0,5.58975312091639,0.0484258691478036
Oregonichthys crameri,Fishes,3,258661.538461538,NA,2,3,2,2,0,2,0,-0.0551891705561617,-0.0323741402393102
Anaxyrus houstonensis,Amphibians,1,297526.923076923,1,5,3,1,2,1,24,1,-0.163825750489489,-0.0533588299027503
Gambusia nobilis,Fishes,2,40353.8461538462,1,2,3,2,2,0,43,0,0.136172226015804,-0.0682739393703383
Lanius ludovicianus mearnsi,Birds,1,1180019.23076923,1,9,2,2,1,0,29,0,-0.0782318983360536,-0.101491241113666
Loxops mana,Birds,2,813361.538461538,1,8,2,2,2,0,5,1,-0.163825750489489,-0.10216766933496
Cyprinodon bovinus,Fishes,1,40353.8461538462,1,2,3,2,2,0,44,0,-0.0322851364960268,-0.0832652897276984
Dipodomys ingens,Mammals,2,393615.384615385,1,2,3,2,2,1,20,0,0.349788293861491,0.111304439332968
Cottus paulus,Fishes,1,3803.84615384615,1,8,2,2,2,0,73,1,-0.163825750489489,-0.0750937374282126
Crenichthys nevadae,Fishes,2,77730.7692307692,1,2,3,2,2,1,2,0,0.0298964495273738,-0.075762203265775
Eurycea rathbuni,Amphibians,1,66980.7692307692,1,5,3,1,2,0,32,1,-0.162026406490856,-0.0726816763492198
Polioptila californica californica,Birds,2,10136753.8461538,1,3,3,2,1,1,14,0,0.00211985667390949,-0.0632817701326411
Enhydra lutris nereis,Mammals,2,872734.615384615,1,9,2,2,1,1,1,0,0.367002459651816,0.220214704828166
Palmeria dolei,Birds,1,222276.923076923,1,7,2,2,3,0,5,0,-0.0110179658133153,-0.0959646038400988
Plestiodon egregius lividus,Reptiles,2,41511.5384615385,1,9,2,2,1,0,NA,0,-0.163825750489489,-0.122831986116968
Leopardus pardalis,Mammals,1,93442.3076923077,1,5,3,1,2,0,10,0,-0.0740606073194389,1.58632710244378
Noturus baileyi,Fishes,1,26296.1538461538,1,5,3,1,2,0,28,0,0.0773949904490973,-0.0510183264123158
Buteo solitarius,Birds,2,821630.769230769,1,14,1,2,2,0,30,0,0.0785952151525001,-0.0357152254556633
Rhinichthys osculus thermalis,Fishes,1,62846.1538461539,1,12,2,1,1,0,9,0,-0.0529306196212031,-0.0679108536914071
Siphateles bicolor mohavensis,Fishes,1,38038.4615384615,1,6,3,1,1,1,3,1,-0.163825750489489,-0.0797504676883475
Vireo bellii pusillus,Birds,2,3800703.84615385,1,3,3,2,1,1,32,0,-0.163825750489489,-0.122831986116968
Ptychocheilus lucius,Fishes,1,17099446.1538462,3,2,3,2,2,1,4,0,1.65550940552227,-0.120982348442259
Notropis mekistocholas,Fishes,1,56065.3846153846,1,5,3,1,2,0,88,0,-0.024790812897164,-0.0879428975055294
Sternula antillarum browni,Birds,2,1964603.84615385,2,3,3,2,1,1,7,1,-0.163825750489489,0.481982437570401
Corvus hawaiiensis,Birds,Extinct,400230.769230769,1,2,3,2,2,0,48,0,0.175867906485895,0.0106932339402892
Acipenser oxyrinchus desotoi,Fishes,2,131480.769230769,1,12,2,1,1,0,21,0,-0.154371563467573,0.206719606443841
Leptonycteris nivalis,Mammals,2,29273.0769230769,1,5,3,1,2,0,3,0,-0.163825750489489,-0.122831986116968
Dipodomys heermanni morroensis,Mammals,1,274538.461538462,1,6,3,1,1,1,20,0,0.0374655305918994,-0.0167392500621159
Cynomys parvidens,Mammals,2,89307.6923076923,1,14,1,2,2,0,5,0,0.0897452643255003,0.0295479442208088
Rallus obsoletus yumanensis,Birds,3,258992.307692308,2,6,3,1,1,0,9,0,-0.163825750489489,-0.122831986116968
Xyrauchen texanus,Fishes,1,7735865.38461538,3,5,3,1,2,1,1,0,1.5251392450904,0.584363178655036
Eschrichtius robustus,Mammals,4,826.923076923077,NA,NA,NA,NA,NA,NA,1,0,4.70669116417166,2.35414054594606
Puffinus newelli,Birds,2,39692.3076923077,1,8,2,2,2,0,32,0,-0.163825750489489,-0.122831986116968
Oryzomys palustris argentatus,Mammals,2,39361.5384615385,1,9,2,2,1,1,12,0,-0.163825750489489,-0.122831986116968
Eumetopias jubatus,Mammals,3,2698250,NA,7,2,2,3,NA,1,0,4.86061401112858,0.781458388312638
Lepidomeda vittata,Fishes,1,82857.6923076923,1,2,3,2,2,0,5,0,3.8957433671334e-4,-0.0821660799095672
Haliaeetus leucocephalus,Birds,5,10313880.7692308,NA,6,3,1,1,1,8,0,8.12984814190217,15.2067680309865
Rallus obsoletus levipes,Birds,1,448853.846153846,1,2,3,2,2,0,9,0,-0.163825750489489,-0.122831986116968
Cyprinodon radiosus,Fishes,1,31423.0769230769,1,5,3,1,2,0,44,0,0.107351570372116,-0.00920739131704159
Corynorhinus townsendii ingens,Mammals,1,162407.692307692,3,3,3,2,1,0,3,0,-0.163825750489489,-0.122831986116968
Strix occidentalis caurina,Birds,3,20863103.8461538,2,9,2,2,1,1,22,0,1.6518806984886,8.36946925118827
Etheostoma okaloosae,Fishes,2,1232776.92307692,1,11,2,1,2,0,145,0,-0.0120361980145331,-0.0524760670944276
Loxops coccineus,Birds,1,793515.384615385,1,9,2,2,1,0,5,0,-0.163825750489489,-0.122831986116968
Aplodontia rufa nigra,Mammals,1,34730.7692307692,1,3,3,2,1,0,1,0,-0.0657109823205367,-0.0771373590416607
Myotis grisescens,Mammals,3,632430.769230769,5,8,2,2,2,0,143,0,1.13494589385214,-0.104856882178073
Etheostoma akatulo,Fishes,1,1653.84615384615,1,5,3,1,2,0,145,0,-0.163825750489489,-0.100819775710346
Rhinichthys osculus lethoporus,Fishes,1,28115.3846153846,1,6,3,1,1,1,9,0,-0.0646554441641748,-0.111020241638616
Chelonia mydas,Reptiles,3,2751503.84615385,5,1,3,2,3,1,1,0,12.2549667258784,0.50311152482156
Antilocapra americana sonoriensis,Mammals,1,37211.5384615385,1,3,3,2,1,0,1,0,-0.0837395124136973,-0.0195366949705961
Setophaga chrysoparia,Birds,2,1325061.53846154,1,2,3,2,2,1,37,0,-0.163825750489489,-0.122831986116968
Percina jenkinsi,Fishes,1,48953.8461538462,1,5,3,1,2,0,49,1,-0.0110908594944899,-0.0616715990914535
Herpailurus yagouaroundi cacomitli,Mammals,1,12403.8461538462,1,6,3,1,1,0,2,0,-0.163825750489489,-0.122831986116968
Rangifer tarandus caribou,Mammals,1,806250,2,3,3,2,1,1,1,0,1.08113355324168,0.769098246116262
Acipenser brevirostrum,Fishes,3,2668811.53846154,NA,2,3,2,2,1,21,0,1.0086520271726,0.317099241305881
Etheostoma fonticola,Fishes,1,79053.8461538462,1,2,3,2,2,1,145,0,0.123080882146944,0.0339179321144331
Peromyscus polionotus trissyllepsis,Mammals,1,47465.3846153846,1,3,3,2,1,1,57,0,-0.163825750489489,-0.122831986116968
Falco peregrinus anatum,Birds,3,6821123.07692308,NA,9,2,2,1,0,39,0,1.43889162660778,0.432456601302427
Antigone canadensis pulla,Birds,1,1495573.07692308,1,6,3,1,1,1,NA,1,-0.163825750489489,0.100136670284423
Oncorhynchus clarkii seleniris,Fishes,2,44984.6153846154,1,9,2,2,1,0,15,0,-0.163825750489489,-0.0269968844300284
Gopherus polyphemus,Reptiles,3,277184.615384615,1,9,2,2,1,0,6,0,2.45542159826049,0.755049759574568
Canis lupus,Mammals,4,5628369.23076923,5,3,3,2,1,1,8,0,11.7798969897039,3.11037917744705
Caretta caretta,Reptiles,3,3233930.76923077,5,7,2,2,3,1,1,0,10.6085912537617,0.260367503336113
Gambusia gaigei,Fishes,1,47961.5384615385,1,2,3,2,2,0,43,0,8.5127148056138e-4,-0.0870958131025781
Peromyscus polionotus phasma,Mammals,1,8269.23076923077,1,6,3,1,1,1,57,0,-0.163825750489489,-0.122831986116968
Siphateles boraxobius,Fishes,1,105515.384615385,1,5,3,1,2,0,3,0,-0.163825750489489,-0.0893279427571613
Vireo atricapilla,Birds,2,1087734.61538462,NA,2,3,2,2,1,32,0,-0.163825750489489,-0.122831986116968
Pseudonestor xanthophrys,Birds,1,213346.153846154,1,1,3,2,3,0,1,0,-0.163825750489489,-0.122831986116968
Cyprinella formosa,Fishes,1,27288.4615384615,1,2,3,2,2,0,33,0,-0.0933693881513047,-0.0768119592722084
Batrachoseps major aridus,Amphibians,1,36384.6153846154,1,8,2,2,2,0,21,1,-0.163825750489489,-0.0893945692598724
Notropis cahabae,Fishes,2,3638.46153846154,1,2,3,2,2,0,88,0,-0.00716836456241946,-0.0684653073126054
Gila ditaenia,Fishes,1,33738.4615384615,1,11,2,1,2,0,20,0,-0.00731788399836035,-0.053581573056774
Gila elegans,Fishes,1,2066480.76923077,3,5,3,1,2,1,20,0,0.497621990225116,0.363158254673424
Megaptera novaeangliae,Mammals,3,350615.384615385,NA,3,3,2,1,NA,1,0,8.42747140808966,2.21175693211025
Moapa coriacea,Fishes,1,52096.1538461539,1,1,3,2,3,0,1,0,-0.036462514936841,-0.0674507290939837
Sylvilagus palustris hefneri,Mammals,1,38534.6153846154,1,6,3,1,1,1,23,0,-0.0678515286697094,-0.10846173721616
Cyprinodon macularius,Fishes,1,118084.615384615,2,5,3,1,2,0,44,0,0.823875268863173,0.194908467342338
Speoplatyrhinus poulsoni,Fishes,1,15876.9230769231,1,1,3,2,3,0,1,0,-0.0459040563780819,-0.089207895075997
Graptemys oculifera,Reptiles,2,98734.6153846154,1,14,1,2,2,0,14,0,0.100646268393205,-0.121632493967622
Etheostoma chienense,Fishes,1,22161.5384615385,1,5,3,1,2,0,145,0,-0.0879412656082312,-0.0930226377184203
Etheostoma sellare,Fishes,Prob. Extinct,43000,1,5,3,1,2,0,145,0,-0.040564893788932,-0.0827857099330106
Sternotherus depressus,Reptiles,2,32415.3846153846,1,14,1,2,2,0,4,0,0.30011269612232,-0.0216368043984303
Notropis albizonatus,Fishes,1,23815.3846153846,1,5,3,1,2,0,88,0,-0.156482851919514,-0.0996912753513271
Erimonax monachus,Fishes,2,10419.2307692308,2,11,2,1,2,0,1,1,-0.163825750489489,-0.0505282522987119
Paroreomyza flammea,Birds,Prob. Extinct,39692.3076923077,1,5,3,1,2,0,3,0,-0.142079716560256,-0.112175373761376
Mycteria americana,Birds,3,749688.461538462,1,6,3,1,1,1,4,0,1.75714127128483,0.710993859569161
Percina antesella,Fishes,1,39196.1538461539,1,5,3,1,2,0,49,0,0.0678682160598323,-0.0547901177470416
Crenichthys baileyi grandis,Fishes,1,46307.6923076923,1,3,3,2,1,1,2,1,-0.0593827881343281,-0.102992778880025
Etheostoma nianguae,Fishes,2,140246.153846154,1,8,2,2,2,0,145,0,0.0163356177828892,-0.0574593159410849
Cyprinella caerulea,Fishes,2,41842.3076923077,1,8,2,2,2,0,33,0,-0.00826745910888342,-0.0732394336453326
Charadrius melodus,Birds,3,3015457.69230769,5,2,3,2,2,1,31,0,2.70220752169433,1.86605899741186
Chasmistes cujus,Fishes,1,2218138.46153846,1,2,3,2,2,1,5,0,-0.163825750489489,-0.122831986116968
Crocodylus acutus,Reptiles,2,27288.4615384615,1,2,3,2,2,1,14,0,1.57890142315197,0.219190316363148
Myadestes myadestinus,Birds,Prob. Extinct,34730.7692307692,1,5,3,1,2,0,12,1,-0.122164922542092,-0.0619965696983246
Falco femoralis septentrionalis,Birds,1,113784.615384615,1,3,3,2,1,0,39,0,0.00298202198117235,-0.0657445208454048
Percina pantherina,Fishes,2,141073.076923077,2,11,2,1,2,1,49,0,0.264034833060497,-0.0380010220251682
Thamnophis gigas,Reptiles,2,450011.538461538,1,2,3,2,2,1,35,0,-0.163825750489489,-0.122831986116968
Thamnophis sirtalis tetrataenia,Reptiles,2,92615.3846153846,1,3,3,2,1,1,35,0,-0.163825750489489,-0.122831986116968
Erimystax cahni,Fishes,1,7111.53846153846,2,11,2,1,2,0,5,1,-0.141930908994267,-0.0884809901434987
Gallinula galeata sandvicensis,Birds,2,121061.538461538,1,9,2,2,1,0,9,0,-0.163825750489489,-0.122831986116968
Branta sandvicensis,Birds,1,2272715.38461538,1,2,3,2,2,0,7,0,0.38198205918939,0.101494445624835
Lepidochelys olivacea,Reptiles,1,190192.307692308,2,8,2,2,2,NA,2,0,2.45934428210484,0.00501776262488115
Cyprinodon diabolis,Fishes,1,30265.3846153846,1,8,2,2,2,0,44,0,-0.163825750489489,-0.122831986116968
Akialoa ellisiana,Birds,Extinct,47961.5384615385,1,5,3,1,2,0,4,0,-0.163825750489489,-0.122831986116968
Leptonycteris yerbabuenae,Mammals,2,170346.153846154,NA,8,2,2,2,0,3,0,-0.163825750489489,-0.122831986116968
Odocoileus virginianus leucurus,Mammals,2,435457.692307692,1,15,1,2,1,0,2,0,-0.163825750489489,-0.122831986116968
Vermivora bachmanii,Birds,Prob. Extinct,943188.461538462,1,5,3,1,2,0,5,0,-0.163825750489489,-0.122831986116968
Eurycea nana,Amphibians,1,69130.7692307692,1,2,3,2,2,1,32,0,0.00128796125380969,-0.075986603298337
Canis rufus,Mammals,1,1758203.84615385,1,5,3,1,2,1,8,0,1.32986432776498,2.13798151288383
Rhinichthys osculus oligoporus,Fishes,1,28942.3076923077,1,9,2,2,1,1,9,0,-0.0988055221522923,-0.108589201286555
Ictalurus pricei,Fishes,Prob. Extinct,89307.6923076923,1,8,2,2,2,0,10,0,-0.0833008245621237,-0.0843964117228538
Acrocephalus familiaris kingi,Birds,1,18192.3076923077,1,9,2,2,1,0,43,1,-0.114467145610203,-0.103135530277163
Xantusia riversiana,Reptiles,1,86330.7692307692,NA,8,2,2,2,0,14,0,0.130872743454713,-0.0807825190723688
Chasmistes brevirostris,Fishes,1,2000988.46153846,2,2,3,2,2,1,5,0,0.166202625318398,-0.0050293571840024
Etheostoma boschungi,Fishes,1,5623.07692307692,1,8,2,2,2,0,145,0,0.0747043635928838,-0.0668040918436301
Moho braccatus,Birds,Prob. Extinct,47961.5384615385,1,4,3,1,3,0,4,0,-0.0635393687673323,-0.109731416068524
Chrosomus cumberlandensis,Fishes,2,59207.6923076923,2,11,2,1,2,0,8,1,-0.163825750489489,-0.0880857180787029
Epioblasma gubernaculum,Invertebrates,Extinct,2150,2,6,3,1,1,NA,23,1,-0.163825750489489,-0.109146052717011
Rhadine persephone,Invertebrates,1,592903.846153846,1,2,3,2,2,NA,42,0,-0.0258045123294607,-0.093804385601703
Physa natricina,Invertebrates,1,123046.153846154,NA,5,3,1,2,0,17,0,-0.100419051342079,-0.0868132384623509
Pyrgulopsis bruneauensis,Invertebrates,1,108492.307692308,1,2,3,2,2,NA,127,0,-0.0716894649383251,-0.104614236504774
Epioblasma curtisii,Invertebrates,1,38534.6153846154,2,6,3,1,1,0,23,0,-0.163825750489489,-0.122831986116968
Patera clarki nantahala,Invertebrates,1,7607.69230769231,1,9,2,2,1,0,13,0,-0.163825750489489,-0.122831986116968
Alasmidonta heterodon,Invertebrates,1,283965.384615385,2,5,3,1,2,0,12,0,0.151731252079185,-0.119884040018439
Potamilus inflatus,Invertebrates,1,155792.307692308,1,8,2,2,2,1,9,0,0.032597978678228,-0.062033267498245503
Hemistena lata,Invertebrates,1,6615.38461538462,2,4,3,1,3,0,1,0,-0.0841160571295154,-0.107968377255327
Habroscelimorpha dorsalis dorsalis,Invertebrates,2,631438.461538462,1,6,3,1,1,NA,10,0,-0.163825750489489,-0.122831986116968
Epioblasma penita,Invertebrates,1,16538.4615384615,1,2,3,2,2,1,23,0,-0.163825750489489,-0.122831986116968
Cyprogenia stegaria,Invertebrates,1,33407.6923076923,3,5,3,1,2,0,2,0,0.0419321154560366,0.00756681482586446
Lemiox rimosus,Invertebrates,1,1984.61538461538,2,4,3,1,3,1,1,0,-0.0984709322951468,-0.120796735279713
Dromus dromas,Invertebrates,1,29769.2307692308,2,4,3,1,3,1,1,0,0.0495031684158109,-0.120428378303272
Athearnia anthonyi,Invertebrates,1,3473.07692307692,1,5,3,1,2,0,1,0,-0.118672351310655,-0.11701806942508
Epioblasma othcaloogensis,Invertebrates,Prob. Extinct,6946.15384615385,1,5,3,1,2,0,23,0,-0.0984306306302074,-0.108507205891112
Discus macclintocki,Invertebrates,1,59538.4615384615,1,14,1,2,2,0,12,0,-0.163825750489489,-0.122831986116968
Quadrula fragosa,Invertebrates,1,309600,3,2,3,2,2,1,17,0,0.0674328945634125,-0.0552479293465257
Margaritifera hembeli,Invertebrates,1,50607.6923076923,1,8,2,2,2,0,13,0,0.0405691473152887,-0.0652283617558633
Obovaria retusa,Invertebrates,1,95261.5384615385,1,5,3,1,2,0,7,0,0.129139909253076,-0.0477106393884504
Pseudotryonia alamosae,Invertebrates,1,15215.3846153846,1,14,1,2,2,0,4,0,-0.163825750489489,-0.122831986116968
Idaholanx fresti,Invertebrates,1,127015.384615385,1,8,2,2,2,0,1,0,-0.163825750489489,-0.105360852092575
Lampsilis higginsii,Invertebrates,1,884476.923076923,2,2,3,2,2,1,24,0,-0.136501911992791,-0.10475510682148
Polygyriscus virginianus,Invertebrates,1,3307.69230769231,1,4,3,1,3,0,1,0,-0.163825750489489,-0.122831986116968
Medionidus parvulus,Invertebrates,1,21830.7692307692,1,5,3,1,2,0,6,0,-0.0877832217513342,-0.108167202333759
Nicrophorus americanus,Invertebrates,2,631438.461538462,5,5,3,1,2,NA,69,0,0.455469973559733,0.0831230584913718
Epioblasma obliquata,Invertebrates,1,7111.53846153846,2,6,3,1,1,0,23,1,-0.0383454102543821,0.242482031172068
Desmocerus californicus dimorphus,Invertebrates,2,933761.538461538,1,9,2,2,1,NA,3,0,0.102785798388601,0.0876749081034812
Pleurobema decisum,Invertebrates,2,17200,1,5,3,1,2,0,24,0,-0.023576433989344,-0.0998379370695122
Texella reddelli,Invertebrates,2,592903.846153846,1,2,3,2,2,NA,21,0,-0.0205495331130223,-0.0964784706441251
Novisuccinea chittenangoensis,Invertebrates,1,22657.6923076923,1,5,3,1,2,0,2,0,-0.163825750489489,-0.122831986116968
Lampsilis abrupta,Invertebrates,2,430000,3,5,3,1,2,0,24,0,-0.0179447912478644,0.0574644398997111
Tartarocreagris texana,Invertebrates,1,592903.846153846,1,2,3,2,2,NA,14,0,-0.152991323224929,-0.106213989730317
Theliderma intermedia,Invertebrates,1,3969.23076923077,2,5,3,1,2,1,5,0,-0.163825750489489,-0.0677801561317908
Pegias fabula,Invertebrates,1,68634.6153846154,2,4,3,1,3,0,1,0,-0.163825750489489,-0.122831986116968
Toxolasma cylindrellus,Invertebrates,1,6284.61538461538,1,5,3,1,2,0,8,0,-0.089851139769314,-0.0644073486840353
Pleurobema curtum,Invertebrates,Prob. Extinct,3638.46153846154,1,5,3,1,2,1,24,0,-0.163825750489489,-0.122831986116968
Orthalicus reses,Invertebrates,2,122384.615384615,1,3,3,2,1,0,2,0,-0.163825750489489,-0.122831986116968
Lampsilis virescens,Invertebrates,1,992.307692307692,1,5,3,1,2,0,24,0,-0.0278840459197241,-0.118591547108844
