name,taxon,status_species,spending,region_num,priority,priority_threat,priority_potential,priority_rarity,conflict,ngenus,CommonNameFlag,ngrams_science,ngrams_common
Schiedea apokremnos,Plants,1,5088.58131487889,1,8,2,2,2,0,34,0,-0.163825750489489,-0.122831986116968
Cyanea superba,Plants,1,1696.1937716263,1,5,3,1,2,0,10,0,-0.163825750489489,-0.122831986116968
Alectryon macrococcus,Plants,1,5088.58131487889,1,5,3,1,2,0,18,0,-0.00622038408563376,0.226025463163853
Zizania texana,Plants,1,56313.6332179931,1,2,3,2,2,1,4,0,0.0779166000996223,-0.10300259466512
Astragalus osterhoutii,Plants,1,13060.6920415225,1,2,3,2,2,0,431,0,-0.163825750489489,-0.122831986116968
Labordia lydgatei,Plants,1,5767.05882352941,1,11,2,1,2,NA,17,0,-0.163825750489489,-0.122831986116968
Argyroxiphium sandwicense ssp. sandwicense,Plants,1,8650.58823529412,1,6,3,1,1,0,6,0,-0.163825750489489,-0.122831986116968
Iliamna corei,Plants,1,39351.6955017301,1,5,3,1,2,0,8,0,4.111959260056e-4,-0.0985051126709707
Erigeron maguirei,Plants,3,27987.1972318339,NA,6,3,1,1,0,197,0,-0.163825750489489,-0.122831986116968
Houstonia purpurea var. montana,Plants,2,9837.92387543253,2,6,3,1,1,0,20,1,-0.163825750489489,-0.0581757705180853
Centaurium sebaeoides,Plants,2,2544.29065743945,1,2,3,2,2,NA,30,0,-0.163825750489489,-0.122831986116968
Chionanthus pygmaeus,Plants,2,508.858131487889,1,2,3,2,2,0,36,0,-0.163825750489489,-0.122831986116968
Opuntia basilaris var. treleasei,Plants,1,112457.647058824,1,2,3,2,2,0,103,0,-0.163825750489489,-0.122831986116968
Amsinckia grandiflora,Plants,1,82604.6366782007,1,5,3,1,2,0,13,0,-0.163825750489489,-0.122831986116968
Schiedea kaalae,Plants,1,5936.67820069204,1,2,3,2,2,0,34,0,-0.163825750489489,-0.122831986116968
Astragalus applegatei,Plants,1,44949.1349480969,2,5,3,1,2,0,431,0,-0.0713928779847376,-0.119913919031605
Pediocactus peeblesianus ssp. peeblesianus,Plants,1,5088.58131487889,1,3,3,2,1,0,9,0,-0.163825750489489,-0.122831986116968
Echinocereus coccineus var. arizonicus,Plants,2,78533.7716262976,1,3,3,2,1,0,67,1,-0.163825750489489,-0.112934945951262
Hedeoma todsenii,Plants,2,17301.1764705882,1,8,2,2,2,0,17,0,-0.163825750489489,-0.122831986116968
Lupinus tidestromii,Plants,1,1696.1937716263,1,8,2,2,2,0,165,0,-0.163825750489489,-0.122831986116968
Malacothamnus clementinus,Plants,2,10346.7820069204,1,8,2,2,2,0,11,0,-0.163825750489489,-0.122831986116968
Baptisia arachnifera,Plants,1,3392.3875432526,1,8,2,2,2,0,23,0,-0.0666882095737864,-0.0926272857175143
Eriogonum pelinophilum,Plants,2,8480.96885813149,1,5,3,1,2,0,231,0,-0.0864710762263462,-0.112151895666136
Melicope reflexa,Plants,1,1696.1937716263,1,8,2,2,2,NA,49,0,-0.163825750489489,-0.122831986116968
Argemone pleiacantha ssp. pinnatisecta,Plants,2,28496.0553633218,1,3,3,2,1,0,16,0,-0.163825750489489,-0.122220090337693
Betula uber,Plants,1,81756.5397923875,1,8,2,2,2,0,67,0,0.20711180742252,-0.111033483858683
Abutilon eremitopetalum,Plants,1,7802.49134948097,1,2,3,2,2,NA,43,0,-0.163825750489489,-0.122831986116968
Chamaesyce kuwaleana,Plants,1,5936.67820069204,1,8,2,2,2,NA,1982,0,-0.163825750489489,-0.122831986116968
Chamaesyce skottsbergii var. skottsbergii,Plants,2,22389.7577854671,1,9,2,2,1,0,1982,0,-0.163825750489489,-0.122831986116968
Pediocactus knowltonii,Plants,1,41895.9861591696,2,2,3,2,2,0,9,0,0.122166223434035,-0.110104950040365
Dalea foliosa,Plants,2,23407.4740484429,2,5,3,1,2,0,61,0,-0.163825750489489,-0.122831986116968
Clermontia oblongifolia ssp. brevipes,Plants,1,2544.29065743945,1,6,3,1,1,0,23,0,-0.163825750489489,-0.122831986116968
Echinocereus fendleri var. kuenzleri,Plants,2,36807.4048442907,1,3,3,2,1,0,67,0,-0.163825750489489,-0.122831986116968
Echinocereus reichenbachii var. albertii,Plants,1,25273.2871972318,1,3,3,2,1,0,67,0,-0.163825750489489,-0.100804293029095
Escobaria robbinsiorum,Plants,1,42404.8442906574,1,8,2,2,2,0,17,0,-0.163825750489489,-0.112277987725942
Castilleja grisea,Plants,3,8650.58823529412,1,8,2,2,2,0,108,0,-0.163825750489489,-0.122831986116968
Aeschynomene virginica,Plants,2,62250.3114186851,2,2,3,2,2,0,61,0,-0.163825750489489,-0.122831986116968
Platanthera praeclara,Plants,3,316000.899653979,2,8,2,2,2,0,85,0,-0.163825750489489,-0.122831986116968
Arctomecon humilis,Plants,1,49528.8581314879,1,5,3,1,2,NA,3,0,-0.163825750489489,-0.122831986116968
Isoetes melanospora,Plants,1,14417.6470588235,1,5,3,1,2,0,121,0,-0.163825750489489,-0.122831986116968
Solidago spithamaea,Plants,2,5597.43944636678,1,8,2,2,2,0,89,1,0.0321440448161575,-0.0687317125883739
Abronia macrocarpa,Plants,2,42404.8442906574,1,2,3,2,2,0,27,0,-0.163825750489489,-0.122831986116968
Conradina glabra,Plants,1,848.096885813149,1,8,2,2,2,0,6,0,-0.163825750489489,-0.122831986116968
Chamaesyce celastroides var. kaenana,Plants,1,2544.29065743945,1,9,2,2,1,NA,1982,0,-0.163825750489489,-0.122831986116968
Trillium reliquum,Plants,3,20354.3252595156,1,14,1,2,2,0,49,0,-0.0408995438953043,-0.080657225854412
Poa siphonoglossa,Plants,1,5088.58131487889,1,2,3,2,2,0,290,0,-0.0661098065809871,-0.122640781220134
Echinacea tennesseensis,Plants,2,5597.43944636678,NA,8,2,2,2,0,15,0,0.0439315812025367,-0.101185082190967
Scutellaria montana,Plants,4,23237.8546712803,1,8,2,2,2,0,113,0,-0.163825750489489,-0.122831986116968
Potentilla robbinsiana,Plants,1,2544.29065743945,NA,2,3,2,2,0,284,0,-0.163825750489489,-0.122831986116968
Hedyotis coriacea,Plants,1,2544.29065743945,1,2,3,2,2,0,6,0,-0.163825750489489,-0.122831986116968
Cyanea pinnatifida,Plants,1,2544.29065743945,1,5,3,1,2,0,10,0,-0.163825750489489,-0.122831986116968
Ribes echinellum,Plants,1,1187.33564013841,1,14,1,2,2,0,114,0,-0.0336913984922783,-0.102827438089108
Dubautia herbstobatae,Plants,1,2544.29065743945,1,2,3,2,2,0,30,0,-0.163825750489489,-0.122831986116968
Minuartia cumberlandensis,Plants,2,12382.214532872,1,8,2,2,2,0,51,0,-0.163825750489489,-0.0833232074926502
Sarracenia rubra ssp. alabamensis,Plants,1,55126.2975778547,1,6,3,1,1,0,32,0,-0.163825750489489,-0.122831986116968
Remya montgomeryi,Plants,1,5088.58131487889,1,5,3,1,2,0,3,0,-0.163825750489489,-0.122831986116968
Hedyotis mannii,Plants,1,2883.52941176471,1,5,3,1,2,0,6,0,-0.163825750489489,-0.122831986116968
Limnanthes vinculans,Plants,1,22559.3771626298,1,2,3,2,2,1,7,0,-0.00405459781510817,-0.0936196817665005
Asimina tetramera,Plants,1,76328.7197231834,1,11,2,1,2,0,13,0,-0.163825750489489,-0.122831986116968
Lotus dendroideus var. traskiae,Plants,3,8650.58823529412,1,9,2,2,1,0,2,0,-0.163825750489489,-0.122831986116968
Manihot walkerae,Plants,1,31718.8235294118,1,5,3,1,2,0,71,0,-0.163825750489489,-0.122831986116968
Eriastrum hooveri,Plants,3,149434.671280277,NA,2,3,2,2,0,15,0,0.111162799481787,-0.119634346481282
Bonamia grandiflora,Plants,3,9498.68512110727,1,8,2,2,2,0,9,0,-0.163825750489489,-0.122831986116968
Dubautia pauciflorula,Plants,1,5767.05882352941,1,8,2,2,2,0,30,0,-0.163825750489489,-0.122831986116968
Cyanea mannii,Plants,2,11025.2595155709,1,2,3,2,2,0,10,0,-0.163825750489489,-0.122831986116968
Ptilimnium nodosum,Plants,2,33923.875432526,3,8,2,2,2,0,5,0,0.106258883640601,-0.0241908285764321
Achyranthes splendens var. rotundata,Plants,1,17301.1764705882,1,3,3,2,1,0,7,0,-0.163825750489489,-0.122831986116968
Boltonia decurrens,Plants,2,22050.5190311419,1,9,2,2,1,NA,6,0,0.201188948073241,-0.0756934584705652
Cupressus abramsiana,Plants,1,9837.92387543253,1,2,3,2,2,0,3,0,-0.0253665826609124,-0.122831986116968
Eriastrum densifolium ssp. sanctorum,Plants,1,91085.6055363322,1,3,3,2,1,1,15,0,-0.163825750489489,-0.122831986116968
Eubalaena glacialis,Mammals,1,1121353.70242215,NA,1,3,2,3,NA,3,0,3.40212885713788,-0.0118055010531631
Pelecanus occidentalis,Birds,4,148416.955017301,NA,9,2,2,1,0,8,0,2.20538276572807,1.55797732718551
Pleurobema perovatum,Invertebrates,1,23916.3321799308,1,5,3,1,2,0,24,0,-0.125518919426071,-0.113885864693077
Pleurobema rubellum,Invertebrates,1,39860.553633218,1,5,3,1,2,0,24,0,-0.163825750489489,-0.122831986116968
Pleurobema georgianum,Invertebrates,1,19506.2283737024,1,5,3,1,2,0,24,0,-0.0976983232402282,-0.1128881215068
Ptychobranchus greenii,Invertebrates,1,41556.7474048443,1,5,3,1,2,0,6,1,-0.163825750489489,-0.11123511945152
Sclerocactus glaucus,Plants,2,63607.2664359862,1,8,2,2,2,0,25,0,-0.163825750489489,-0.122831986116968
Pleurobema clava,Invertebrates,1,176064.91349481,3,11,2,1,2,0,24,0,0.0913094671355793,-0.0482265305723058
NA,Fishes,2,413871.280276817,1,2,3,2,2,0,21,0,0.409149589513688,-0.0180592119443264
NA,Fishes,1,8480.96885813149,2,5,3,1,2,0,145,0,-0.151097888656569,-0.105077731515543
NA,Invertebrates,1,106181.730103806,1,2,3,2,2,0,NA,0,0.106261504763499,-0.116850157437683
NA,Invertebrates,1,5088.58131487889,1,9,2,2,1,NA,16,0,-0.102463511717815,-0.119759478052904
NA,Mammals,NA,69035.0865051903,NA,6,3,1,1,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Mammals,NA,6784.77508650519,1,5,3,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Mammals,NA,100753.910034602,1,3,3,2,1,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Mammals,NA,48680.7612456747,1,3,3,2,1,1,NA,0,-0.163825750489489,-0.122831986116968
NA,Birds,NA,4398739.30795848,NA,9,2,2,1,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Birds,NA,373671.487889273,1,3,3,2,1,1,NA,0,-0.163825750489489,-0.122831986116968
NA,Birds,NA,3336073.9100346,1,2,3,2,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Birds,NA,3392.3875432526,1,8,2,2,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Birds,NA,10177.1626297578,NA,14,1,2,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Birds,NA,6784.77508650519,1,9,2,2,1,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Birds,NA,745477.162629758,NA,9,2,2,1,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Birds,NA,231530.44982699,1,3,3,2,1,1,NA,0,-0.163825750489489,-0.122831986116968
NA,Birds,NA,123143.667820069,1,2,3,2,2,1,NA,0,-0.163825750489489,-0.122831986116968
NA,Birds,NA,3392.3875432526,NA,5,3,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Birds,NA,161986.505190311,1,2,3,2,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Birds,NA,30531.4878892734,1,3,3,2,1,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Birds,NA,504617.647058824,1,9,2,2,1,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Birds,NA,36468.1660899654,1,2,3,2,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Birds,NA,40708.6505190311,1,6,3,1,1,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Birds,NA,2544.29065743945,NA,17,1,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Birds,NA,139935.98615917,1,9,2,2,1,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Reptiles,NA,25442.9065743945,1,14,1,2,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Reptiles,NA,848.096885813149,1,5,3,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Reptiles,NA,18658.1314878893,1,2,3,2,2,1,NA,0,-0.163825750489489,-0.122831986116968
NA,Reptiles,NA,35620.0692041522,1,3,3,2,1,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Reptiles,NA,1696.1937716263,1,3,3,2,1,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Reptiles,NA,31888.4429065744,1,9,2,2,1,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Reptiles,NA,25442.9065743945,1,3,3,2,1,1,NA,0,-0.163825750489489,-0.122831986116968
NA,Reptiles,NA,19336.6089965398,1,5,3,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Amphibians,NA,1696.1937716263,1,5,3,1,2,1,NA,0,-0.163825750489489,-0.122831986116968
NA,Amphibians,NA,26291.0034602076,1,2,3,2,2,1,NA,0,-0.163825750489489,-0.122831986116968
NA,Fishes,NA,68122025.3979239,NA,1,3,2,3,NA,NA,0,-0.163825750489489,-0.122831986116968
NA,Fishes,NA,17760844.982699,NA,1,3,2,3,NA,NA,0,-0.163825750489489,-0.122831986116968
NA,Invertebrates,NA,730211.418685121,2,5,3,1,2,1,NA,0,-0.163825750489489,-0.122831986116968
NA,Invertebrates,NA,53599.723183391,NA,5,3,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,2544.29065743945,NA,14,1,2,2,NA,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,1696.1937716263,NA,NA,NA,NA,NA,NA,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,3901.24567474048,NA,8,2,2,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,11194.8788927336,NA,17,1,1,2,NA,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,5088.58131487889,1,5,3,1,2,1,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,848.096885813149,1,5,3,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,3392.3875432526,1,5,3,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,8820.20761245675,1,11,2,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,1696.1937716263,1,8,2,2,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,5088.58131487889,1,2,3,2,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,848.096885813149,1,5,3,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,5767.05882352941,1,5,3,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,3392.3875432526,1,5,3,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,4240.48442906574,1,5,3,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,5936.67820069204,1,14,1,2,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,848.096885813149,1,5,3,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,848.096885813149,1,5,3,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,8480.96885813149,1,8,2,2,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,1696.1937716263,1,5,3,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,1696.1937716263,1,2,3,2,2,1,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,6784.77508650519,1,5,3,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,6275.9169550173,1,11,2,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,1696.1937716263,1,11,2,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,5936.67820069204,1,11,2,1,2,NA,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,1696.1937716263,1,2,3,2,2,1,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,22898.615916955,1,5,3,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,4240.48442906574,1,5,3,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,1696.1937716263,1,5,3,1,2,1,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,848.096885813149,1,5,3,1,2,NA,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,848.096885813149,1,5,3,1,2,1,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,5936.67820069204,1,6,3,1,1,1,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,5936.67820069204,1,5,3,1,2,1,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,848.096885813149,1,5,3,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,848.096885813149,1,5,3,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,848.096885813149,1,5,3,1,2,NA,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,848.096885813149,1,5,3,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,848.096885813149,1,5,3,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,848.096885813149,1,5,3,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,848.096885813149,1,5,3,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
NA,Plants,NA,848.096885813149,1,5,3,1,2,0,NA,0,-0.163825750489489,-0.122831986116968
Oncorhynchus clarkii stomias,Fishes,2,76903.8461538462,1,15,1,2,1,0,15,1,-0.163825750489489,0.0483722028675244
Balaena mysticetus,Mammals,2,32084.6153846154,NA,9,2,2,1,NA,1,0,8.80757518762173,7.46964671775943
Gambusia georgei,Fishes,Extinct,66980.7692307692,1,2,3,2,2,1,43,0,0.02765274017294,-0.0751689831696639
Plestiodon reynoldsi,Reptiles,2,49780.7692307692,1,7,2,2,3,0,NA,1,-0.163825750489489,-0.0553794318059432
Lepidochelys kempii,Reptiles,1,1825184.61538462,3,2,3,2,2,1,2,0,-0.163825750489489,-0.122831986116968
Chasmistes liorus,Fishes,2,308773.076923077,1,5,3,1,2,1,5,0,0.0604697306805771,-0.0571727518225805
Etheostoma nuchale,Fishes,1,10915.3846153846,1,2,3,2,2,0,145,0,0.00935221663528137,-0.0734740701300154
Rhinichthys osculus ssp. 3,Fishes,1,28446.1538461538,NA,9,2,2,1,0,9,0,-0.163825750489489,-0.107427741431691
Crotalus willardi obscurus,Reptiles,1,7442.30769230769,1,3,3,2,1,0,44,0,-0.163825750489489,-0.122831986116968
Brachyramphus marmoratus,Birds,3,9835753.84615385,2,3,3,2,1,0,3,0,1.57189709145118,1.62717620063809
Noturus trautmani,Fishes,Extinct,33076.9230769231,1,5,3,1,2,0,28,0,-0.107819491583508,-0.105238209228329
Rhinichthys cobitis,Fishes,2,74092.3076923077,1,4,3,1,3,1,9,1,-0.129425409460774,0.0326576812373127
Pseudemys alabamensis,Reptiles,1,34234.6153846154,1,5,3,1,2,0,7,0,-0.163825750489489,-0.122831986116968
Hemignathus hanapepe,Birds,1,47961.5384615385,1,5,3,1,2,0,7,0,-0.163825750489489,-0.122831986116968
Rhinichthys osculus nevadensis,Fishes,1,41346.1538461539,1,9,2,2,1,0,9,0,-0.0471013031086107,-0.0876236174929425
Numenius borealis,Birds,Prob. Extinct,19019.2307692308,3,5,3,1,2,0,8,0,0.453010218924672,0.231481881627261
Loxops ochraceus,Birds,Prob. Extinct,47961.5384615385,1,6,3,1,1,0,5,0,-0.163825750489489,-0.122831986116968
Charadrius nivosus nivosus,Birds,3,1583226.92307692,4,3,3,2,1,1,31,0,-0.163825750489489,0.572210387324721
Peromyscus polionotus allophrys,Mammals,1,25634.6153846154,1,3,3,2,1,1,57,0,-0.163825750489489,-0.122831986116968
Myotis sodalis,Mammals,2,703546.153846154,4,8,2,2,2,0,143,0,1.98483813521488,-0.100706591313032
Myadestes lanaiensis rutha,Birds,Prob. Extinct,38038.4615384615,1,6,3,1,1,0,12,1,-0.141073716782049,-0.107575961514587
Pterodroma sandwichensis,Birds,2,121557.692307692,1,3,3,2,1,0,34,1,-0.163825750489489,-0.105734893331298
Rallus obsoletus,Birds,1,356900,1,3,3,2,1,1,9,0,-0.163825750489489,-0.122831986116968
Somateria fischeri,Birds,2,1039111.53846154,1,5,3,1,2,0,3,0,0.0746701420321428,0.02227116995494
Acipenser transmontanus,Fishes,4,212023.076923077,2,3,3,2,1,NA,21,0,4.34108234207259,1.55515333210812
Corynorhinus townsendii virginianus,Mammals,4,189034.615384615,2,9,2,2,1,0,3,0,-0.163825750489489,-0.122831986116968
Anas wyvilliana,Birds,1,827750,1,2,3,2,2,0,44,0,0.145943940679878,-0.0218187580102676
Artemisiospiza belli clementeae,Birds,1,44653.8461538462,1,9,2,2,1,0,2,0,-0.163825750489489,-0.111926108478107
Himantopus mexicanus knudseni,Birds,2,1171253.84615385,1,9,2,2,1,0,5,0,-0.0299666598220846,-0.0459128949037822
Oncorhynchus gilae,Fishes,1,105184.615384615,1,2,3,2,2,0,15,1,0.0825718787847151,0.0956449466759179
Loxioides bailleui,Birds,1,24807.6923076923,1,1,3,2,3,0,1,0,0.0640117227478693,0.392531008076798
Catostomus warnerensis,Fishes,1,397584.615384615,2,2,3,2,2,1,26,0,0.0235209968613162,-0.0686223378347244
Gasterosteus aculeatus williamsoni,Fishes,1,53750,1,3,3,2,1,0,2,0,0.0897842179843782,-0.0497216561125624
Dipodomys nitratoides exilis,Mammals,1,310923.076923077,1,3,3,2,1,1,20,0,-0.0180577016770751,-0.025739835382122
Gila nigrescens,Fishes,1,65823.0769230769,1,2,3,2,2,0,20,0,-0.0397900200387835,-0.0931050152407791
Physeter macrocephalus,Mammals,UNK,15215.3846153846,NA,7,2,2,3,NA,1,0,3.78445959251628,3.94614313011957
Melozone crissalis eremophilus,Birds,1,48788.4615384615,1,9,2,2,1,1,8,0,-0.163825750489489,-0.117000139562267
Strix occidentalis lucida,Birds,3,3686919.23076923,2,9,2,2,1,1,22,0,0.225836818857337,0.459882945946166
Percina tanasi,Fishes,2,15876.9230769231,1,11,2,1,2,0,49,1,0.109575744337116,0.660465176680348
Gambelia sila,Reptiles,1,364011.538461538,1,2,3,2,2,1,6,0,-0.163825750489489,-0.122831986116968
Puma concolor coryi,Mammals,1,1301742.30769231,1,6,3,1,1,1,2,1,-0.159957747604466,1.6244773445461
Gymnogyps californianus,Birds,1,1614650,3,4,3,1,3,1,1,0,1.34946205220404,1.39790894745992
Psittirostra psittacea,Birds,1,47961.5384615385,1,4,3,1,3,0,1,0,-0.163825750489489,-0.122831986116968
Peromyscus polionotus ammobates,Mammals,1,70288.4615384615,1,3,3,2,1,1,57,0,-0.163825750489489,-0.122831986116968
Vulpes macrotis mutica,Mammals,2,1215907.69230769,1,3,3,2,1,1,12,0,-0.163825750489489,-0.122831986116968
Catostomus microps,Fishes,2,65326.9230769231,NA,5,3,1,2,0,26,0,0.0350386906161283,-0.0108948132094551
Odocoileus virginianus clavium,Mammals,1,395765.384615385,1,6,3,1,1,1,2,0,0.0917982899452679,0.612934832958269
Sternula antillarum,Birds,4,1217726.92307692,4,3,3,2,1,1,7,0,-0.163825750489489,1.87594520799432
Etheostoma wapiti,Fishes,1,50276.9230769231,1,5,3,1,2,0,145,0,-0.00399426074846028,-0.0382561189231739
Colinus virginianus ridgwayi,Birds,1,761596.153846154,1,6,3,1,1,0,4,0,0.142783822991886,0.0711540778234529
Plethodon nettingi,Amphibians,2,119407.692307692,1,8,2,2,2,0,59,0,0.0533053743591755,-0.0583728168089204
Anaxyrus baxteri,Amphibians,1,368807.692307692,1,3,3,2,1,0,24,1,-0.163825750489489,-0.0364238587559282
Glaucomys sabrinus coloratus,Mammals,1,14057.6923076923,2,6,3,1,1,1,2,0,0.0454338185276185,-0.102033950199029
Oncorhynchus clarkii henshawi,Fishes,3,3101953.84615385,3,9,2,2,1,0,15,1,-0.163825750489489,0.562846529899542
Oncorhynchus apache,Fishes,3,483088.461538462,1,8,2,2,2,0,15,0,0.163863392222796,0.112931720423068
Fulica alai,Birds,2,252542.307692308,1,15,1,2,1,0,11,1,-0.154674270081512,-0.120960051012887
Ursus americanus luteolus,Mammals,2,549242.307692308,NA,9,2,2,1,0,4,0,0.00823261482867973,0.063931754616612
Gila purpurea,Fishes,1,5788.46153846154,1,8,2,2,2,0,20,0,-0.0666855045524326,-0.0935443913548697
Sciurus niger cinereus,Mammals,3,108988.461538462,NA,9,2,2,1,0,28,0,0.0972405856966034,-0.038283193912597
Caracara cheriway,Birds,4,144380.769230769,1,12,2,1,1,0,3,0,-0.107150370569982,0.0516282442552029
Balaenoptera musculus,Mammals,1,8269.23076923077,NA,7,2,2,3,NA,9,0,2.6809316333145,2.18141315003308
Anas laysanensis,Birds,1,23153.8461538462,1,8,2,2,2,0,44,0,0.127500986140409,-0.0605967453099481
Tamiasciurus hudsonicus grahamensis,Mammals,1,73265.3846153846,1,9,2,2,1,1,3,0,-0.163825750489489,-0.122831986116968
Microtus californicus scirpensis,Mammals,1,86000,1,6,3,1,1,0,62,0,-0.0781890494520574,-0.0848987165228879
Hybognathus amarus,Fishes,1,357396.153846154,1,2,3,2,2,1,7,0,-0.0512993799741648,-0.0960859478940019
Plethodon shenandoah,Amphibians,1,47465.3846153846,1,8,2,2,2,0,59,0,-0.0580104019696086,-0.0880058708472285
Lepidomeda albivallis,Fishes,1,71115.3846153846,1,2,3,2,2,1,5,0,-0.0622402383422245,-0.0875559546189941
Troglichthys rosae,Fishes,3,257173.076923077,3,8,2,2,2,0,NA,0,-0.163825750489489,-0.0444853281993717
Lasiurus cinereus semotus,Mammals,2,763746.153846154,1,9,2,2,1,0,17,0,0.0283477480831592,-0.0790660659338082
Gopherus agassizii,Reptiles,3,11520196.1538462,3,8,2,2,2,1,6,0,-0.163825750489489,-0.122831986116968
Microtus mogollonensis hualpaiensis,Mammals,1,28280.7692307692,NA,3,3,2,1,0,62,0,-0.163825750489489,-0.10273978903846
Mustela nigripes,Mammals,1,3464807.69230769,2,2,3,2,2,0,18,0,-0.163825750489489,-0.122831986116968
Peromyscus polionotus niveiventris,Mammals,1,3473.07692307692,1,9,2,2,1,1,57,0,-0.163825750489489,-0.122831986116968
Neomonachus schauinslandi,Mammals,2,2746211.53846154,NA,1,3,2,3,NA,2,1,-0.163825750489489,0.587845664677124
Glaucomys sabrinus fuscus,Mammals,2,236500,NA,9,2,2,1,0,2,0,0.0237222129491104,-0.0951283289281937
Perognathus longimembris pacificus,Mammals,1,328288.461538462,1,3,3,2,1,1,9,0,-0.125756976508272,-0.111131844059633
Ammodramus savannarum floridanus,Birds,1,172826.923076923,1,9,2,2,1,0,9,0,-0.0660105454169979,-0.0797160334563677
Drymarchon couperi,Reptiles,3,270403.846153846,1,12,2,1,1,1,6,0,-0.163825750489489,0.0993258154306018
Gila robusta jordani,Fishes,1,74092.3076923077,1,3,3,2,1,0,20,0,-0.163825750489489,-0.122831986116968
Eucyclogobius newberryi,Fishes,2,298519.230769231,3,7,2,2,3,1,1,0,0.301142806993495,0.0108866443352734
Reithrodontomys raviventris,Mammals,1,215000,1,2,3,2,2,1,18,0,-0.163825750489489,-0.122831986116968
